score	sentiment	split	text
2	neg	train	I callled in 2 hours ahead and when I went in to eat the waiting area was over crowed and the host was very rude to me and my spouse. I asked him how much long it would be and he replyed by saying didn't I tell you before it would be 20 min. He never spoke to me. I informed Anne the other host of his rude behavior and she defended the host. I would never go back to flat rock and I would like to warn everyone who dares to eat there. The wait is terribly long and the employees are rude and flat out direspectful
3	neg	train	House of Sushi and Noodles has an all you can eat special for lunch (10.95). The sushi rolls are not very authentic but they are tasty. This is a great place for those that don't like raw sushi. Many of their rolls on the special are cooked (and involve cream cheese and cucumbers). The service was extremely slow and inconsistent. For the money this restaurant is a good value.
1	neg	train	We went there for breakfast and the hotel dinning room was closed for a baby shower. How do you close a hotel dinning room on a saturday morning? I won't give them a second chance, it was a waste of time.
1	neg	train	Service was terrible, waitress was a snob not a pleasant person at all. We absolutely NOT go back and would NOT recommend this restaurant to anyone! The owner should open his/her eyes and realize this..
3	neg	train	Kind of a fancy pizzeria. This place had it's day before pizza delivery was hot. Still not a horrible place, but not as hopping as it was when you took your family out to dinner at a pizzeria.
1	neg	train	bad steak, burnt tasting dessert, felt rushed.
1	neg	train	Here's the breakdown--June 05, 2004 Overall THE MOST expensive part of our Niagara vacation... We went here because we remembered the US version of this dining experience, be warned it is NOTHING like the US!!! Don't go here! Slim Slam Scrambled Egg Beaters®, a slice of grilled honey ham and two pancakes with blueberry or strawberry or cherry topping. Meat Lovers Skillet Diced ham, bacon and sausage over seasoned country-fried potatoes. Topped with shredded Cheddar cheese and two eggs*. Served with choice of bread Large diet Coke 3 Orange Juices $75.00 CA with tip $55.53 US
2	neg	train	10-15 minute wait ... that wasn't too bad. When we were seated, the kitchen was only about 15 feet to the right, and was open to all customers. The noise coming from the kitchen was outrageous, and made it difficult to hear others at our table. When the food was served, it was VERY bland, and not at all authentic, as they advertise. Very disappointing!
2	neg	train	I had a bad experience I found hair in my lunch entree and my partner did too. our food was warm but more cold. I asked the lady in the front why was my food cold and she said what does that have to do with me she was very rude I must say when I asked to speak to the manager she said they have the right to refuse service to anyone and if youre planning to eat there please beware of hair in your food and maybe the food will be cold you'll never know all I know is that mine was I would suggest you not to eat there but you will only understand if you experience it for yourself.
1	neg	train	After waiting in line for 40 minutes, we finally picked up our meals and were led to the hostess station where we waited another 10 minutes for a table. When a table was located, it had not been cleaned from the previous diners, so again we waited. We were sat behind a big pillar in the magicians room and caught the last 3 minutes of the act (which was nothing special). The food wasn't fit for my dog, it was horrible. The wait staff was non-existant and when our waitress finally came, it took her another 30 minutes to get back with our drinks. The food was bland, chicken tasted regurgitated, and the cheese was a cheap imitatation of velveta...disgusting!! After the meal, lack of entertainment, and service, I asked for our dessert to be canceled, game tokens refunded, and could not get out of there quick enough. We ran to the nearest store to buy some mints to get the taste out of our mouths. We then went out to eat at a real restraunt with entertainment, Dave and Busters. Don't waste your time or money on this place, it stinks!
1	neg	train	we had reservations for 9:00pm. at 10pm, we were still not seated because the resturant has over booked and didin't feel that we should be warned about it. they didn't even offer us a glass of water in the meantime, and suggested we go to another bar to wait. these people should not be in the hospitality business! they suck!
1	neg	train	"Oh. My. Goodness. Those are the three words I would use to describe this place.... The waitstaff? JUST PLAIN surly. Our friends (who shall remain nameless) had arrived early, asked to be seated since they wanted to start the evening off with a drink, and were DENIED a seat until the rest of us arrived! When it turned out that we had 5, not 4 people, in our party as previously thought, they set us at a table where the one additional person ended up sitting out in the walkway! The minimal portions of food and lack of variety were just the beginning... get this: at the very end of our evening, we were getting ready to take a picture (our friend was visiting from miles and miles away!) and as our friend started to snap the photo, the waitress proceeded to give ""THE HAND"" to the camera, walk briskly past, and huff away! Hm. sorry for getting in your way, ma'am..... I'm not one to ask much from waitstaff, but these characters were quite insulting, without saying a word! I'd say, try the Eliza's on Potrero Hill if you must, and do it during lunch- perhaps they're nicer then... but the Cal/Divis location has 1) Really nice bathrooms 2)cool decor 3) Free Hershey's kisses after your meal BUT all of this is countered by THE REALLY mean waitstaff!!!! I've been there a number of times, and this time was the last: I feel like I'm at the Principal's office!!!"
1	neg	train	Long wait in line, phony prices, were told a different price on the sign before we entered but found it that it was outrageously higher priced than anything weve ever seen..food was overcooked or just sat out there for too long....not sure..terrible experience,,,ya definitely need the cheap champagne they give ya just to swallow the garbage.
1	neg	train	"The restaurant has a really lousy EVERYTHING. The ambience looks like it should get remodeled really soon, one of the waiters dropped a huge chunk of meat on the floor next to my seat and it was not picked up for the whole hour. Don't be fooled by the ""all you can eat"" prices. They charge you for everything, including deserts. We paid $18.50 per person for buffet and ended up spending over $40 per person for the whole terible experience. I have been in several churrascarias in Rio de Janeiro, Brazil, and this does not even resemble the experience I had there. The food in Samba is cheep, undercooked, selection of salads and side dishes is more than poor, the atmosphere is really ugly. The sangrias were tasteless. The only decent thing I ate there was the desert, but we paid over $10 for it. Overall don't go there unless your life depends upon it!"
1	neg	train	"Awful...thankfully, I believe the same ""CHEF"" (Valerie Morris) that another reviewer complained about...is now GONE and no longer general manager/partner.....maybe she got canned! Maybe it will improve, but I doubt it"
1	neg	train	This was the very worst dining experience in all of Indian River County. The server was not up to the task of actually waiting on people. The restaurant itself was shockingly dirty, with debris on the floor AND table not bused , the server stations we saw were also dirty with funky stuff. All of this might have been ok had the food been at good. The garbage we were served was not fit for a dog. There were three other tables nearby which were also not happy. One table of three actually took off as our server was no where to be found. I can not say that I blame the other guest for leaving as we were about to do the same when our entrees finally arrived. We too would have complained if only we had had the opportunity to do so. As it was we never did see that particular server the rest of the night. We ended up paying our check (they were lucky) to another server who seemed very put out to have to do this for us. Needless to say we will never return. What is more, it is hard to fathom why so many people have raved about this place. In short, it really sucked!
3	neg	train	"Tragically, I no longer live on the HIll, but when I was a resident of Eastern Market / Capitol Hill, Tunni's was my ""Cheers"". I realize that the atmosphere/menu/owners have changed over time, but I always had a great time there, experienced excellent service, and always had fun. The only complaint I ever had was price. It's a tad expensive for what it is. However, given the fact that I was a solid regular and was on a social level with the entire staff and owners, I got to eat/drink a lot for free. Tis bliss. :)"
2	neg	train	"An experience I recently encountered at Dominic's Restaurant at Poplar Creek, a restaurant located on one of the local golf courses in San Mateo, California, appears to fall under the category of one of the worst dining experiences I have ever had. It all started out fine. I was seated by the hostess at a table with a great view of the greens, I did notice that the table appeared to be soiled slightly, when I brought this to the attention of the hostess, who quickly dispelled my fears, stating someone had spilled a little something from one of the condiment jars. Fine, the stain was only about an inch wide so no big problem. The hostess took my drink order while I enjoyed the view of the ninth hole and the putting greens while waiting for my tee time. Now this is when everything apparently went south.... The hostess, who was pretty busy setting up a large table, stopped by my table to ask if my server had taken my order, ""not yet"" I stated, she then quickly departed to attempt to get my server's attention, however it appeared she too was unsuccessful, so I waited a little longer to place my breakfast order. Sometime during that wait, the hostess, finally decided to take my order on her own...I ordered the Steak and Eggs plate, I asked for Eggbeaters because I am on a low cholesterol diet. While waiting for my breakfast, I exited the restaurant to retrieve my sunglasses from my car and quickly returned. That is when the server approached my table and asked if I was ready to order. I asked her name and she told me her name was Lucy , I told Lucy that my order had already been taken by the hostess because by the time she noticed me, I had been there for quite a while. Lucy reappeared within several minutes with my order. The steak was excellent and cooked just the way I wanted it, but the Eggbeaters had one minor flaw, eggshells!! Now, how do you get eggshells into eggbeaters? I brought this small detail to the attention of the hostess, (I was at that point, unable to find Lucy again) she quickly apologized and removed my order... This is when Lucy re-appeared to inquire about the eggs, and then a few seconds later, the cook appeared at my table with my plate in hand to lecture me about how he had in fact, prepared eggbeaters not eggs, so there was no chance of there being eggshells in my food. So what was that crunchy stuff? All I can say is that I strongly believe eggs are not supposed to be crunchy, are they? I asked for the check and paid my bill, as I was being paged by the pro shop for my tee time. After a horrible game of golf, I returned to the restaurant to speak with the Manager regarding my earlier experience at their restaurant, I told her just what you have read in this article. I met Mitzi Page, who was the Manager on Duty, she was very apologetic and upon hearing my story, Mitzi promptly refunded the $14.38 that I had paid for breakfast, and presented me with a gift certificate for lunch for two. However, I will not be returning to Dominic's at Poplar Creek Restaurant anytime soon!"
3	neg	train	The people are friendly, however the sushi chef made 2 mistakes out of the 2 orders we made. Food tasted old. We probably will not go back.
2	neg	train	"This is an outrageously priced restaurant with no reasonably priced wines on the menu. Dinner for two with one of their cheapest bottles of wine set me back $365.00 and I had to pour my own wine! That being said you can just guess that I give them an ""F"" for service. If in DC and looking for a great place to eat, I recommend you look elsewhere. I will not dine at Marcel's ever again."
3	neg	train	A real (and welcome) departure for Ithaca -- strikingly modern dedor and creative menu (which, paradoxically includes what is far and away the best burger in town). Some locals may find it a tad pricey but we thought it compared favorably to Pangea, Madeline's, et al. Try it.
1	neg	train	The restaurant food was cold and tasteless, took too long to be served, could not get beverage refill, and waitress was slow in bringing check.
1	neg	train	They had valet parking and the employee who parked our vehicle never locked it so someone helped themselves to everything in our vehicle. This was right before Christmas so of course we had presents in there along with military dog tags, cell phone that was for my husbands company, and some Cd's. The owner isnt offering anything and says he's not responsible.The food was bad, the service was ok as far as the dining experience. For as much as they charge for their food and beverages, its really not worth it.
1	neg	train	Very disappointing experience for the money charged. The meat was overcooked and the staff / management were not friendly. The sauces lacked any real flavor I will never return and will tell others the same.
1	neg	train	They don't accept reservations, but they do take bribes. After a three hour wait we felt rushed to eat. We waited three hours and were rushed out in 20 min. Most of the food is pre-cooked and served cold. The wait staff was rude and while we were allowed to order an appetizer at the bar they brought the wrong one twice. It is a true tourist trap, with everyone saying that the wait is worth it, don't believe the hype. We wasted an entire evening of our vacation.
3	neg	train	Great made to order breakfast spot. Extensive selection of omelettes, skillets, pancakes and waffles. There is often a short wait for a table. Lunch is also served. Big assortment of gourmet sandwich creations. Wine and beer are available.
1	neg	train	One word - E X P E N S I V E ! ! ! ! ! Where did this Denny's come from?? We do Denny's in the U.S. all the time but never have we been gouged like this. We ordered breakfast - 3 grand slams with coffee and the bill after tax (before tip - a mismomer - WE DIDNT LEAVE ONE THE SERVICE WAS SO PATHETIC) was $42. Yes that's a 4 followed by a 2 in Canadian dollars about $30 US. We'll NEVER go to this or any Denny's in the Niagara area EVER AGAIN!!! We also checked out another one near the Hilton Hotel - which we were told was owned by the Hilton - and it was exactly the same expensive menu. For those prices, we'll eat AT the Hilton. There was another Denny's on Lundy's Lane but after seeing the other two, we wouldn't waste our time checking it out. Oh, almost forgot - the food was HORRID! Eggs were not as ordered and we were told the cook couldn't do it the way we asked?? Excuse me?? What kind of a cook can't poach an egg for crying out loud? We were politely TOLD to take it or leave it unless we wanted to reorder and pay for it as well. That was the last straw and we ate and ran, probably what they wanted us to do anyway.
1	neg	train	Not sure what has happened. Service is Lousy, food is worse, cook can't get and order cooked right. Will not return!!!!
3	neg	train	You can probably go into this restaurant for years and get great service, but I'm going to put this story online and mail it to the owner: When I went in a few months back and found a roach head in my salad, the red-headed manager clearly handled the problem less seriously because I went out of my way to be polite about it. She took off 15% ($5). It is standard for a restaurant to comp the meal with a health code issue such as this, but I would have been happy had she offered a free dessert on top of 15% off. After paying, I gave the bill back to the manager and told her I wanted her to fix the ticket the way she would have had I caused a scene. She knew exactly what I meant and comped the meal. I gave the place a second chance and encountered nasty looks and a catty attitude from her. (The other staff is top-notch.) She even sat at a table with a blonde friend or coworker (I couldn't tell which) and retold the story about how ridiculous I had been. I doubt she realized how loud she was being. On my way out, both looked up to sneer; both laughed the minute my back passed them. If I wanted to spend time around this kind of immature behavior, I'd go back to high school. Normally I handle problems by going directly to the person and work it out like an adult, but I've already tried it in this case and found I was not dealing with a grown-up.
1	neg	train	I'm sure the idea looked good on paper, but pass of the sushi here. Well, if you're drunk, you won't care...
2	neg	train	Not worth waiting 3 months for the reservation. Rude service staff, wine was marked-up about 200%, and food was brought cold. The experience was not worth the $1300 we spent that evening. I would rather go to Cafe Absinthe for better food service and atmosphere at about half the price. I am very unsatisfied with Tru.
1	neg	train	My husband had heard about this place & wanted to see what it was like. It is near the Stockyards & that should have told us something! It was a dump on the outside! The inside was a little better. Poor parking, & when we got inside, we found they were not happy we didn't have a reservation, so, they stuck us in the back where it looked like they hadn't updated it-ever! (We were unaware we needed a reservation HERE!) The waitress wasn't very friendly & seemed a little impatient with us. The bus boys hovered & made us feel uncomfortable during our dinner. Like they wanted us to hurry & leave. The food was just barely ok. The steak tasted like it had only been processed for a very short amount of time. Not 'aged' properly. Now, Kansas City is known for its beef & BBQ. Please don't let THIS restaurant be the yardstick upon which all restaurants are measured! Take my advice, if you want good beef & bbq-stay away from this place!
1	neg	train	"AVOID THIS DIVE AT ALL COSTS!! Geddy's would appear to be a typical, small family restaurant, specializing in obscure pizzas. In reality they are a ""lounge""-- not even a restaurant! Not appropriate for families, children, -- pretty much to be avoided. Over priced. Awful, rude waitstaff. The hostess is tactless and self-important. There are too many good restaurants in Bar Harbor to waste your time in this place!!!"
1	neg	train	I stayed as a guest in the hotel and ordered the Baked Herbed Salmon. I swear it tasted off when I started, and for some reason I didn't send it back. I was alone and in a hurry, etc. Later I was ill. It was crap. And the rice with it was mush also.. I sat near a window and on top of the food experience, someone had either dropped a wad of saliva on the window sill or it was mass of something worse, roughly the mass of three quarters tossed carelessly to the floor. It was very visible to patrons and quite disgusting. All in all, I really couldn't believe my experience there. I should have complained, yes, I should have complained or at least brought it to the attention of the manager. But like the majority of patrons I did not say anything, just logged it away as an awful dining experience, and a place I would never return. Rant - In this kind of establishment, what kind of idiot serves rice turned to mush? Overcooked, just this side of mashed. It was fit for school cafeteria and nothing more. The ice-cream scoop shape should have tipped me off! At least my employer picked up the tab - $36 of indigestion. I almost wrote them up on my website but they aren't exactly in my area of expertise, so I'll avoid reliving the experience just for the sake of an article. There are better places to eat here in the boondocks, and places that could benefit much more from the exposure.
1	neg	train	We arrived at 7:00 pm. Even though the restaurant was 60% empty we were seated at the smallest table behind the spot where they clean the dirty dishes. When we asked for a more comfortable spot the host told us that all the other tables had reservations. There were at least twenty empty tables. We reminded the host that we, too, had made reservations. The hosts next excuse for not seating us somewhere decent in his empty restaurant was because the other reservations (for the people not there yet) had been made days in advance. We were so insulted by the rude behavior we left without eating anything. Who cares what the food tastes like if the treatment is so bad.
3	neg	train	Nice, quick meal. Very friendly wait staff. The food's not the greatest, but if't not bad. If your in a hurry, it's well worth it.
1	neg	train	I'm huge fan of japanese cousine. Unfortunately this place doesn't have the traditional atmosphere of japanese restourant. I sure expected better service. Waitress kept refreshing my glass with water which I didn't touch at all! I wish she'd took care of my tea instead :) Food was average and defenetely not up to price.
2	neg	train	I eat here often because there aren't a lot of vegan restaurants, but the service is sooo bad! Once I was there and a cook got off duty, sat at a table next to ours to eat a meal, and screamed a conversation with the other guys behind the counter for our entire meal. Very annoying. The staff just hangs out behind the poorly designed cash register/drinks area. (Valencia Herbivore.) Forget getting a second glass of wine! I'm not looking for 5 star service, just a little actual service would be nice.
1	neg	train	Horrible!!!!
2	neg	train	"For some unexplained reason we must have offended the staff as they gave us far inferior service than they did our neighbors to the left and right (who, by the way were sitting so close that we know every intimate detail they were discussing). There was so much staff that it resembled an ant hill in full frenzy, yet we only got served by the lowly busboys. Our neighbors got full explanations of all their food and the history thereof, and cutesy comments like ""this is compliments of the chef"" or ""for the lady"" while we just got things slapped in front of us. After our neighbors left, their bills sat on the table for several minutes. They scooped ours up the second they saw us put money down. Why? Who knows -- perhaps they detected that my skirt was purchased at Ross Dress For Less. Even if the terrible service hadn't been so insulting, we wouldn't return; the food was overpriced and frankly not that good. There was a $2400 bottle of wine that sounded yummy. Don't waste your money on this place!"
2	neg	train	I had originally come to the Hudson Buffet because of the advice of a relative of mine. For years and years, I had always eaten at either the Imperial Buffet or at the Chan's Peking Takeout restaurant. When I went to the Hudson, however, I realized that the food was the worst I had ever tasted. Service was okay. The waittresses were polite, if not slightly cold. It seemed a busy day and I expected everything to be as good as I was told. I was in for a shock. The buffet was utterly icy cold and the food was hardened at stale as if they were merely fried rocks. Everthing looked a mess with and the food tasted utterly disgusting. I had left as soon as I could, not saying anything to anyone and feeling ashamed that I had taken my friends to such a terrible restaurant. On to a McDonald's, we all agreed that the Hudson Buffet was a terrible place to dine. Later on, I went on this website and saw all the praise for China Buffet. Since the Imperial Buffet is closed, I went to try it out and found that they served Lobster, Maine Crab, and Snow crab legs for dinner! They had delicious cakes and a salad bar to rival any other buffets. I also found their Honey Chicken and Lo Mein very delicious. The staff was courteous, polite, and helpful as usual, always full of smiles and I met a new nice waitress there that was very pretty and kind. Her name is May. personally, I would rate the China Buffet as one of my best and the Hudson as one of my worst. Maybe I had just gotten there on a bad day, but I will never return there again.
1	neg	train	"We arrived New Years Eve at 6:25 for a 6:30 reservation. We checked in with the host and were seated at exactly 6:30. So far so good I thought, however we sat 15 minutes and not even a glass of water was brought to our table. We observed several other tables be seated and were quickly attended to by the staff. My wife went to the host to ask if our table was assigned? He said he would take care of it. Well 5 more minutes passed and two other tables were seated and were immediatly served that we said we had enough. We got up to leave as we passed the ""host"" we informed him that we were leaving. His reply was ""I told them"" and followed by offering us a drink. We said ""No thank you"". We felt disgusted and appalled by the way the situation was handled. We went to a local eatery and told our tale to several friends who were eating there. We learned from them that they and several other couples they knew had also walked out of the place. In all our years of dining, WE HAVE NEVER WALKED OUT OF A RESTAURANT."
3	neg	train	Overall, it was a good meal but I expected better because of the recommendations I received. Service was good.
1	neg	train	The employees at Tobies are not very pleasant. Most seem tired, rude,depressed or crabby. When asking to speak to a manager she (Suzie, the owner) was as equally unpleasant as her staff.
3	neg	train	The Dragon Buffet offers a $5.99 Sunday brunch buffet which includes a fairly large variety of dishes,including fairly good sized cocktail shrimp. While nothing on their buffet really stands out as being exceptionally well prepared or flavorful, due to the wide assortment of offerings everyone should be able to find something that is to their liking.The food actually deserves about a 3.5 rating.Their parking lot definitely leaves something to be desired due to the difficulty of maneuvering in it.
2	neg	train	I know that there are new owners at The Bayport House, and I tried to give them a break, but the food was cold and it took forever to come out. The previous owners didn't have a clue for so long. So, I didn't really expect much. I have not had a decent or deliciously meal in Bayport, Blue Point, Patchogue or Sayville in a very long time and I have been everywhere. Is it the water or the people? Especially, Patchogue. There are three or four new ones and they are horrible.
1	neg	train	"This dive came recommended by a friend... I think she must have been mad at me that day... LOL... You order your food, then get crammed together with other people. The ""cooks"" holler out what they have on the plate, and if they hear you scream first, you get it!!! I have also heard reports from delivery men that the kitchen here is the dirtiest they have ever seen anywhere... Dropped meat is cooked and served, floors are greasy and dirty, rats, mice, and bugs have been seen in the kitchen area, also... definitely not a place I'm going to be returning to!!!"
1	neg	train	"We were on vacation in pigeon forge, tn. and stopped there to have breakfast and my husband was very upset because he asked the waitress if he could have his eggs anyway he wanted and she said ""Yes you can"". Well when he went up to the cook who was fixing the eggs he replied, "" I don't know what an egg over easy is"". That is what my husband wanted. He was really upset. So the rest of the group felt bad for him. I don't know if we will ever come into a Golden Corral again while we are on vacation. It really was a waste of our money. So the next time we ate out for breakfast we went to Pondarosa for their buffet and it was good."
1	neg	train	Absolutely awful! I am from New Orleans, Louisiana and have eaten MANY times at HOB and have gone to HOB SIN night all my adult life. The gumbo was awful. The roux was burnt and then when I complained the waitress told me it was an acquires taste. I told her are you kidding me?? I am from NOLA and make my own roux and it is b-u-r-n-t. Period. The food was all wrong. It tasted like the chef had his training at McDonald's. That man had no business cooking Cajun food. The waitstaff was also rude and it was like pulling teeth to take the gumbo off the bill when I insisted they take it away. I live in Vegas now and I will never go to HOB again.
1	neg	train	We had a bad dining experience here on 12/27/01. Service took 45 minutes for initial contact. We asked for inside, they put us outside. Food was cold, or burnt. It was evident that they were understaffed. Management did not want to hear our concerns and answered with profanity and abuse. This place relies on location (Old Town) and not service or quality. Mark it down as a tourist trap.
1	neg	train	Possibly the worst restaurant experience my colleagues and I have ever had. We were treated like prisoners of war from the moment we entered the James Hotel, where Fiamma Restaurant is located. The hotel and restaurant staff's attitude is like some charicature of rude new-yorkers played by bit actors in so many horrible B-movies.Surly, insolent, and downright rude best descibes the staff. The drinks and food we had were mediocre at best - and we all decided we would never come back.
1	neg	train	The place was filthy. The food was undercooked and rotten. Only when the servers were done picking at food and talking did they decide to served us. You could hear people swearing and yelling from the kitchen. Not a place I would recommend to anyone who would like a nice evening out.
2	neg	train	This was one on the worst lunch experirnces I've had in a long time. Overpriced, bland, generic food, and terrible service. My friend ordered a grilled chicken sandwhich which was served cold on a plain roll. We saw the staff heating it in a microwave. Apparently it was not heated long enough. Absolutely terrible.
1	neg	train	What an awful place. We were on vacation at the Jersey shore with the kids and this was bad from beginning to end. When we walked in the hostess was not very nice when she told us we would have to wait (our first clue this wasn't going to be pleasant). We then sat at the bar to wait and the bartender was the nastiest woman I had ever seen behind a bar, and it was all she could do to pull herself away from her gossip session with another worker. We were surprised that the food was so expensive but we figured it would probably be good since we read that it was family owned. Wrong again-the steak was way overdone, and when we asked for it to be cooked to the right temperature we were met with more attitude. My husband had a veal dish which tasted like shoe leather. When he asked for the linguini (which is included in the dinner price as a side dish) to have the same sauce on it as his veal dish instead of the red sauce, we later found out they had charged us $8.00 for it-this was the free linguini with the same sauce as the veal-not like they had to make anything extra. The kids got ckicken, which they couldn't eat because it was raw in the middle-again-when this was pointed out to the server he acted as though we were asking him to do us a favor by bringing us edible food. Not to mention our having to isten to the kitchen staff fight and curse at one another through our whole meal. The deserts looked pretty lame so we decided to just cut our losses and get out of there, but once outside we were treated to the lovely sight of one of the cooks pushing his girlfriend (or wife) who also worked there around and calling her some names that were awful. This place has no class-the food was horrible and overpriced. Later in the week we had dinner at another local place called Alphie's and someone at the bar there told us they were a local and everyone kind of stays away from Chiarella's because of the trailer park ambience. If this review saves one family of having to deal with the nightmare me and my family had to endure on our vacation the it is doing it;s job.
3	neg	train	A refurbished house in the downtown section of Montomery. The contrasting earthtones provide for a nice dining ambience. The menu offers beef, seafood, and poultry; in additon, there are chef additions nightly. The desserts are large enough to share.
3	neg	train	"Rusty Scupper is tucked away from the commercial buzz of the Inner Harbor, yet you still get the experience of being part of the action, without the hassle--- a major plus for this high-end' take on the Phillips Seafood genre of seafood restaurants. Just a stroll away from Federal Hill, with ample parking surrounding the area and its own garage for restaurant patrons only, it is a welcome incentive to a relaxing evening. My Rusty Scupper experience starts with calling in for reservations. Hostesses were curt and drab, without the effort of being hospitable; they asked for any special requests, and when I requested a water view table, she said it was no guarantee. Upon inquiring about the dress code, twice I was advised---dressy casual--- ""so, no jeans, no shorts?"", ""Yes"" she said. Needless to say, close to 98% of the patrons were in shorts, jeans, flip-flips. Obviously a tourist attraction I should have known. However, they redeemed themselves with the complimentary fresh herbed focaccia-like bread, crusty on the outside, deliciously light inside. This, offered with a Roasted Red Pepper, Garlic and Olive Dip, made me forget about the aforementioned shortcomings that occurred. Though visually dismal--- ""it looks like thousand island dressing!"" my hubby quipped--- the dip was very complex, with layers of flavors tickling your every taste bud. We tried a popular local choice for our appetizer--- the Artichoke and Crab Dip (10.95) offered with Crispy Pita Chips. The dip once again, fabulous! Chunks of artichokes and lump crab with every scoop; the pita crisps, though, were mostly over-fried, close to burnt. But that dip! The entrees were less than impressive, not following through from the excellent starters we experienced that night. I had the Authentic Maryland Crab Cakes (27.95 for two cakes) with mashed potatoes and ""fresh"" vegetables; my hubby had the Fresh Swordfish (23.95) with a wild rice medley and ""fresh"" vegetables. Both dishes were mediocre, uninspired and over-priced. The Crab Cakes salty, the vegetables wrinkled and over-cooked; the Swordfish was half-moist, half-dry, with the vegetables far from fresh. Nothing special from what I had expected, from an establishment claiming to be less commercial than Phillips Restaurant. The dessert menu was the usual: a cheesecake, a fruit tart, a chocolate selection, an ice cream selection, and of course, creme brulee. We did not try any. Overall, I would recommend this restaurant to tourists, not the local crowd. An experience of the waterfront, with a relaxing environment after a full day of activity, this is perfect for the out-of-town guest. For the locals who want to re-discover the harbor, plan for just cocktails and appetizers, and have dinner elsewhere. AMBIANCE: very soothing and romantic; relaxing and laid-back. Be wary of the touristy feel, though. DECOR: Multi-level, Wood, dim lighting, framed pictures of local Maryland lighthouses offer a nostalgic feel. Quaint. PRICE: Expensive for mediocre food and mediocre service. SERVICE: Overall Dismal. Friendly, if it means being efficient; hostesses/hosts not welcoming. Long wait for appetizers and main entree. MENU: Pedestrian, Uninspired. Run-of-the-mill harbor side restaurant selections"
1	neg	train	My first contact with Openas Restaurant was September 2004. My wife (at that time she was my fiance) and I visited Openas to contract them as caterers for our wedding. We consulted with them, decided on a package, and placed a refundable deposit. The next day we telephoned the restaurant to clarify some items in our package. We could not come to agreement on several items and realized that this clarification should have been done during our face-to-face meeting the previous day. We acknowledged this and decided to switch to another caterer. I telephoned Openas to cancel our package and return the deposit. Their policy is a return of 75% of the deposit for any cancellation. I was quite surprised to hear them tell me that a return of the deposit was not forthcoming. We were bound to use them and they refused to return any portion of the 50,000 peso deposit. Subsequent telephone calls to Openas that week were ignored. We were told only three days after placing the deposit that they no longer had the money. They refused to speak with me and terminated the phone conversation. Subsequent phone calls have resulted in abrupt terminations and they refuse to discuss the matter. This matter is now being pursued legally.
2	neg	train	"Brunos is the Venus fly trap of yuppie jazz concert goers. Bruno's, a long time respected jazz venue and restaurant is newly remodeled and looking great. However, they have miles to go with their service. The waiter was nowhere to be found, unless you walked outside where you would catch him taking a smoke break. We had to grab his attention for everything and when we asked for better service he made the rude remark, ""Don't get snappy with me."" We ended up spending about $400 for a dinner that came over a three hour period. Can you say, ""DRAG."" They were attempted to fulfill the Italian food angel and failed. They did not pepper our salads nor offer parmesan for our pasta. A huge lack of attention to detail was the theme. The music was wonderful, featuring Ledici, a classic soul singer. However, they packed some many people into the poorly designed venue that one could not move without dirty looks flying. So if you are into fulfilling your Yuppie dream, go ahead and dine at Bruno's. Make sure you allot a few hours to compensate for their slow service and get there early so you can find a spot to enjoy the show. Otherwise, much like a Venus fly trap, the place will eat you alive and you will leave wanting more."
1	neg	train	I had such high hopes for Timpano. From the first moment I walked into this Italian Steakhouse I loved it. I loved the decor, the music, the foccacia served by the waiter while we perused the menu. Had the food been as good as the decor and atmosphere, everything would have been perfect, but alas, the food did not measure up. Timpano calls itself a moderatly priced restarant, however, when two people spend $60 without buying any beverages, that is a bit more than moderate. Add to this the fact that everything on the menu is ala carte, that $60 bought a couple of entrees and two caesar salads. When I spend 60 bucks on dinner, I want a dinner that is tasty. The night we went dinner was anything but tasty, it was horrid. My wife ordered the Tuscan Style Brick Chicken. As our waiter John explained, This is a boneless chicken, pressed between two hot grill pans and cooked. It was served with mashed potatoes. My wife doesn't like eating chicken out because much of the time it is undercooked. One again she was proven right, her chicken was half cooked on one side. I ordered the 12 ounce bone in sirloin strip. Prior to ordering I asked John if the kitchen could cook the steak medium well without either drying it out, or burning it. He assured me that this was a chop house which specialized in steak and of course they could. I bravely ordered. I will give them this, they did not dry out the steak, however the outside was burned beyond recognition. I can only attribute this to cooks who either leave the steak directly on a flame for the full cooking time out of ignorance, or out of spite that some customer would dare order a steak any way other than rare. In either case, a $19 steak was dreadful. And what about those two ceasar salads? I have eaten ceasar salads around the world and this one ranks as the worst, saltiest, caesar salad I have ever had. But I loved the foccacia. I loved the music and the decor. I hated everything else except the service. John was great, but we didn't have the heart to tell him how bad things were since he was such an enthusiastic guy. And to top things off, the $5 valet took forever to get our car when we were leaving. Had there been several people waiting, or if the valet needed to run several blocks to get the car, the quarter hour wait might have been tolerable, but there was no one else and the parking lot was right there. Would I return to Timpano? Not if the meal was free.
3	neg	train	A local chain in the Charlotte, NC area. Orders are placed upon entering. The menu is a large board. THe offerings range from burgers,salads, and soups to gyros and pita sands. After ordering the friendly waitstaff brings the food to your table. Good spot for lunch or a quick casual family dinner.
3	neg	train	The food was pretty good but it wasn't as good as I had expected. The salad thing, though, the whole pretentious twirling thing they do somewhat annoying..just because the salad tasted and looked like what we get from California Pizza Kitchen. Overall, I won't complain about the quality of food but I do think that the restaurant is somewhat overrated.
