positive  	UNI_fireside:1 UNI_cafe:1 UNI_wonderful:1 UNI_homestyle:1 UNI_cooking:1 UNI_great:1 UNI_service:1 UNI_home:1 UNI_like:1 UNI_atmosphere:1 BIGRAM_fireside_cafe:1 BIGRAM_cafe_wonderful:1 BIGRAM_wonderful_homestyle:1 BIGRAM_homestyle_cooking:1 BIGRAM_cooking_great:1 BIGRAM_great_service:1 BIGRAM_service_home:1 BIGRAM_home_like:1 BIGRAM_like_atmosphere:1 
positive  	UNI_wow:3 UNI_miss:1 UNI_place:3 UNI_pulled:1 UNI_parking:1 UNI_lot:1 UNI_greeted:1 UNI_sight:1 UNI_like:3 UNI_huge:3 UNI_life:3 UNI_sized:1 UNI_pirate:1 UNI_ship:3 UNI_adorned:1 UNI_pirates:1 UNI_attacking:1 UNI_octopus:1 UNI_entrance:1 UNI_left:1 UNI_sits:1 UNI_lighthouse:1 UNI_build:1 UNI_told:3 UNI_house:1 UNI_gift:1 UNI_shop:1 UNI_first:1 UNI_floor:3 UNI_second:1 UNI_bar:3 UNI_right:3 UNI_dock:1 UNI_crab:3 UNI_shack:1 UNI_atmosphere:1 UNI_relaxed:1 UNI_vibe:1 UNI_separate:1 UNI_menu:1 UNI_looked:1 UNI_great:3 UNI_spend:1 UNI_night:1 UNI_headed:3 UNI_find:1 UNI_would:1 UNI_small:1 UNI_wait:3 UNI_get:1 UNI_table:3 UNI_gave:1 UNI_us:3 UNI_number:1 UNI_could:1 UNI_old:3 UNI_opted:3 UNI_sent:1 UNI_hall:1 UNI_amazing:1 UNI_either:1 UNI_side:1 UNI_long:1 UNI_hallway:1 UNI_photos:1 UNI_scranton:1 UNI_'s:1 UNI_past:1 UNI_made:1 UNI_snuggled:1 UNI_ordered:1 UNI_beer:3 UNI_kind:1 UNI_bartender:3 UNI_asks:1 UNI_well:1 UNI_reply:1 UNI_oh:1 UNI_300:1 UNI_bottles:1 UNI_34:1 UNI_taps:1 UNI_never:1 UNI_saw:1 UNI_much:1 UNI_frambois:1 UNI_recommended:1 UNI_good:1 UNI_short:1 UNI_10:1 UNI_min:1 UNI_buzzed:1 UNI_ate:1 UNI_nice:1 UNI_booth:1 UNI_whale:3 UNI_room:3 UNI_center:1 UNI_know:1 UNI_train:3 UNI_large:1 UNI_runs:1 UNI_around:1 UNI_dioramas:1 UNI_food:1 UNI_even:1 UNI_better:1 UNI_decor:1 UNI_started:1 UNI_alligator:1 UNI_bites:1 UNI_blue:1 UNI_dip:1 UNI_bayou:1 UNI_shrimp:1 UNI_split:1 UNI_appetizers:1 UNI_lobster:1 UNI_dinner:3 UNI_steak:1 UNI_chicken:1 UNI_parm:1 UNI_almond:1 UNI_talapia:1 UNI_everything:1 UNI_wonderful:1 UNI_server:1 UNI_luis:1 UNI_one:1 UNI_nicest:1 UNI_servers:1 UNI_ever:1 UNI_thank:1 UNI_coopers:1 UNI_experience:1 UNI_definitely:1 UNI_return:1 BIGRAM_wow_miss:1 BIGRAM_miss_place:1 BIGRAM_place_pulled:1 BIGRAM_pulled_parking:1 BIGRAM_parking_lot:1 BIGRAM_lot_greeted:1 BIGRAM_greeted_sight:1 BIGRAM_sight_like:1 BIGRAM_like_huge:1 BIGRAM_huge_life:1 BIGRAM_life_sized:1 BIGRAM_sized_pirate:1 BIGRAM_pirate_ship:1 BIGRAM_ship_adorned:1 BIGRAM_adorned_pirates:1 BIGRAM_pirates_attacking:1 BIGRAM_attacking_octopus:1 BIGRAM_octopus_entrance:1 BIGRAM_entrance_left:1 BIGRAM_left_ship:1 BIGRAM_ship_sits:1 BIGRAM_sits_lighthouse:1 BIGRAM_lighthouse_build:1 BIGRAM_build_told:1 BIGRAM_told_house:1 BIGRAM_house_gift:1 BIGRAM_gift_shop:1 BIGRAM_shop_first:1 BIGRAM_first_floor:1 BIGRAM_floor_second:1 BIGRAM_second_floor:1 BIGRAM_floor_bar:1 BIGRAM_bar_right:1 BIGRAM_right_ship:1 BIGRAM_ship_dock:1 BIGRAM_dock_crab:1 BIGRAM_crab_shack:1 BIGRAM_shack_atmosphere:1 BIGRAM_atmosphere_relaxed:1 BIGRAM_relaxed_vibe:1 BIGRAM_vibe_separate:1 BIGRAM_separate_menu:1 BIGRAM_menu_looked:1 BIGRAM_looked_like:1 BIGRAM_like_great:1 BIGRAM_great_place:1 BIGRAM_place_spend:1 BIGRAM_spend_night:1 BIGRAM_night_headed:1 BIGRAM_headed_find:1 BIGRAM_find_would:1 BIGRAM_would_small:1 BIGRAM_small_wait:1 BIGRAM_wait_get:1 BIGRAM_get_table:1 BIGRAM_table_gave:1 BIGRAM_gave_us:1 BIGRAM_us_number:1 BIGRAM_number_told:1 BIGRAM_told_us:1 BIGRAM_us_could:1 BIGRAM_could_wait:1 BIGRAM_wait_ship:1 BIGRAM_ship_old:1 BIGRAM_old_bar:3 BIGRAM_bar_opted:1 BIGRAM_opted_old:1 BIGRAM_bar_sent:1 BIGRAM_sent_hall:1 BIGRAM_hall_amazing:1 BIGRAM_amazing_either:1 BIGRAM_either_side:1 BIGRAM_side_long:1 BIGRAM_long_hallway:1 BIGRAM_hallway_old:1 BIGRAM_old_photos:1 BIGRAM_photos_scranton:1 BIGRAM_scranton_'s:1 BIGRAM_'s_past:1 BIGRAM_past_made:1 BIGRAM_made_old:1 BIGRAM_bar_snuggled:1 BIGRAM_snuggled_bar:1 BIGRAM_bar_ordered:1 BIGRAM_ordered_beer:1 BIGRAM_beer_kind:1 BIGRAM_kind_bartender:1 BIGRAM_bartender_asks:1 BIGRAM_asks_well:1 BIGRAM_well_reply:1 BIGRAM_reply_oh:1 BIGRAM_oh_300:1 BIGRAM_300_bottles:1 BIGRAM_bottles_34:1 BIGRAM_34_taps:1 BIGRAM_taps_wow:1 BIGRAM_wow_never:1 BIGRAM_never_saw:1 BIGRAM_saw_much:1 BIGRAM_much_beer:1 BIGRAM_beer_life:1 BIGRAM_life_opted:1 BIGRAM_opted_frambois:1 BIGRAM_frambois_bartender:1 BIGRAM_bartender_recommended:1 BIGRAM_recommended_good:1 BIGRAM_good_short:1 BIGRAM_short_10:1 BIGRAM_10_min:1 BIGRAM_min_wait:1 BIGRAM_wait_buzzed:1 BIGRAM_buzzed_headed:1 BIGRAM_headed_table:1 BIGRAM_table_place:1 BIGRAM_place_huge:1 BIGRAM_huge_ate:1 BIGRAM_ate_nice:1 BIGRAM_nice_booth:1 BIGRAM_booth_whale:1 BIGRAM_whale_room:1 BIGRAM_room_room:3 BIGRAM_room_huge:1 BIGRAM_huge_whale:1 BIGRAM_whale_right:1 BIGRAM_right_center:1 BIGRAM_center_room:1 BIGRAM_room_know:1 BIGRAM_know_train:1 BIGRAM_train_room:1 BIGRAM_room_large:1 BIGRAM_large_train:1 BIGRAM_train_runs:1 BIGRAM_runs_around:1 BIGRAM_around_room:1 BIGRAM_room_dioramas:1 BIGRAM_dioramas_food:1 BIGRAM_food_even:1 BIGRAM_even_better:1 BIGRAM_better_decor:1 BIGRAM_decor_started:1 BIGRAM_started_alligator:1 BIGRAM_alligator_bites:1 BIGRAM_bites_blue:1 BIGRAM_blue_crab:1 BIGRAM_crab_dip:1 BIGRAM_dip_bayou:1 BIGRAM_bayou_shrimp:1 BIGRAM_shrimp_split:1 BIGRAM_split_appetizers:1 BIGRAM_appetizers_lobster:1 BIGRAM_lobster_dinner:1 BIGRAM_dinner_steak:1 BIGRAM_steak_chicken:1 BIGRAM_chicken_parm:1 BIGRAM_parm_almond:1 BIGRAM_almond_talapia:1 BIGRAM_talapia_dinner:1 BIGRAM_dinner_everything:1 BIGRAM_everything_wonderful:1 BIGRAM_wonderful_server:1 BIGRAM_server_luis:1 BIGRAM_luis_one:1 BIGRAM_one_nicest:1 BIGRAM_nicest_servers:1 BIGRAM_servers_ever:1 BIGRAM_ever_thank:1 BIGRAM_thank_coopers:1 BIGRAM_coopers_great:1 BIGRAM_great_experience:1 BIGRAM_experience_definitely:1 BIGRAM_definitely_return:1 
positive  	UNI_best:1 UNI_place:1 UNI_eat:1 UNI_mexican:1 UNI_food:3 UNI_mount:1 UNI_pleasant:1 UNI_favorite:1 UNI_waiter:3 UNI_john:1 UNI_holt:1 UNI_get:1 UNI_tell:1 UNI_sent:1 UNI_good:3 UNI_glass:1 UNI_n't:1 UNI_stay:1 UNI_anywhere:1 UNI_near:1 UNI_empty:1 UNI_keeps:1 UNI_chips:1 UNI_hot:1 UNI_full:1 UNI_prices:1 UNI_right:1 BIGRAM_best_place:1 BIGRAM_place_eat:1 BIGRAM_eat_mexican:1 BIGRAM_mexican_food:1 BIGRAM_food_mount:1 BIGRAM_mount_pleasant:1 BIGRAM_pleasant_favorite:1 BIGRAM_favorite_waiter:1 BIGRAM_waiter_john:1 BIGRAM_john_holt:1 BIGRAM_holt_get:1 BIGRAM_get_tell:1 BIGRAM_tell_sent:1 BIGRAM_sent_good:1 BIGRAM_good_waiter:1 BIGRAM_waiter_glass:1 BIGRAM_glass_n't:1 BIGRAM_n't_stay:1 BIGRAM_stay_anywhere:1 BIGRAM_anywhere_near:1 BIGRAM_near_empty:1 BIGRAM_empty_keeps:1 BIGRAM_keeps_chips:1 BIGRAM_chips_hot:1 BIGRAM_hot_full:1 BIGRAM_full_food:1 BIGRAM_food_good:1 BIGRAM_good_prices:1 BIGRAM_prices_right:1 
positive  	UNI_thirty-five:1 UNI_italian:3 UNI_restaurants:1 UNI_tallahassee:1 UNI_serve:1 UNI_obligatory:3 UNI_pasta:3 UNI_pizza:1 UNI_calzones:1 UNI_however:1 UNI_sometimes:1 UNI_enough:1 UNI_happens:1 UNI_one:3 UNI_gets:1 UNI_hankering:1 UNI_creamy:1 UNI_non-gelatinous:1 UNI_fettuccine:1 UNI_alfredo:1 UNI_bread:3 UNI_straight:1 UNI_oven:3 UNI_table:1 UNI_cynical:1 UNI_self:1 UNI_pleasantly:1 UNI_surprised:1 UNI_beginning:1 UNI_end:1 UNI_capri:3 UNI_smallish:1 UNI_privately:1 UNI_owned:1 UNI_restaurant:1 UNI_apalachee:1 UNI_parkway:1 UNI_starters:1 UNI_service:1 UNI_impeccable:1 UNI_friendly:1 UNI_quick:1 UNI_given:1 UNI_fresh:3 UNI_hot:1 UNI_loaf:1 UNI_complemented:1 UNI_delicious:1 UNI_dipping:3 UNI_sauce:1 UNI_olive:1 UNI_oil:3 UNI_infused:1 UNI_garlic:1 UNI_rosemary:1 UNI_chopped:1 UNI_onions:3 UNI_tomatoes:1 UNI_lend:1 UNI_exotic:1 UNI_salsa-like:1 UNI_experience:1 UNI_salad:1 UNI_recommend:1 UNI_house:1 UNI_dressing:1 UNI_unique:1 UNI_spicy:1 UNI_light:1 UNI_vinaigrette:1 UNI_mere:1 UNI_8.25:1 UNI_enjoy:1 UNI_baked:3 UNI_cannelloni:1 UNI_tube-like:1 UNI_stuffed:1 UNI_ground:1 UNI_beef:1 UNI_sauteed:1 UNI_oregano:1 UNI_topped:1 UNI_mozzarella:3 UNI_cheese:1 UNI_bubbly:1 UNI_traditional:1 UNI_taste:1 UNI_'s:3 UNI_ziti:3 UNI_7.50:1 UNI_prefer:1 UNI_side:1 UNI_meatballs:3 UNI_2.50:1 UNI_conjures:1 UNI_reminiscence:1 UNI_fictional:1 UNI_summers:1 UNI_tuscany:1 UNI_incredibly:1 UNI_moist:1 UNI_soft:1 UNI_probably:1 UNI_egg:1 UNI_breadcrumbs:1 UNI_conglomerate:1 UNI_every:3 UNI_morsel:1 UNI_together:1 UNI_also:1 UNI_ever-present:1 UNI_clings:1 UNI_evenly:1 UNI_single:1 UNI_perfectly:1 UNI_al:1 UNI_dente:1 UNI_noodle:1 UNI_extensive:1 UNI_wine:1 UNI_list:1 UNI_full:1 UNI_bar:1 UNI_adds:1 UNI_of-age:1 UNI_customer:1 UNI_enjoyment:1 UNI_vast:1 UNI_parking:1 UNI_lot:1 UNI_ensures:1 UNI_stress:1 UNI_free:1 UNI_enjoyable:1 UNI_visit:1 UNI_must:1 UNI_calzone:1 UNI_try:1 UNI_mushroom:1 UNI_green:1 UNI_pepper:1 UNI_sausage:1 UNI_size:1 BIGRAM_thirty-five_italian:1 BIGRAM_italian_restaurants:1 BIGRAM_restaurants_tallahassee:1 BIGRAM_tallahassee_serve:1 BIGRAM_serve_obligatory:1 BIGRAM_obligatory_pasta:1 BIGRAM_pasta_pizza:1 BIGRAM_pizza_calzones:1 BIGRAM_calzones_however:1 BIGRAM_however_obligatory:1 BIGRAM_obligatory_sometimes:1 BIGRAM_sometimes_enough:1 BIGRAM_enough_happens:1 BIGRAM_happens_one:1 BIGRAM_one_gets:1 BIGRAM_gets_hankering:1 BIGRAM_hankering_creamy:1 BIGRAM_creamy_non-gelatinous:1 BIGRAM_non-gelatinous_fettuccine:1 BIGRAM_fettuccine_alfredo:1 BIGRAM_alfredo_bread:1 BIGRAM_bread_straight:1 BIGRAM_straight_oven:1 BIGRAM_oven_table:1 BIGRAM_table_cynical:1 BIGRAM_cynical_self:1 BIGRAM_self_pleasantly:1 BIGRAM_pleasantly_surprised:1 BIGRAM_surprised_beginning:1 BIGRAM_beginning_end:1 BIGRAM_end_capri:1 BIGRAM_capri_smallish:1 BIGRAM_smallish_privately:1 BIGRAM_privately_owned:1 BIGRAM_owned_restaurant:1 BIGRAM_restaurant_apalachee:1 BIGRAM_apalachee_parkway:1 BIGRAM_parkway_starters:1 BIGRAM_starters_service:1 BIGRAM_service_impeccable:1 BIGRAM_impeccable_friendly:1 BIGRAM_friendly_quick:1 BIGRAM_quick_bread:1 BIGRAM_bread_given:1 BIGRAM_given_fresh:1 BIGRAM_fresh_hot:1 BIGRAM_hot_loaf:1 BIGRAM_loaf_complemented:1 BIGRAM_complemented_delicious:1 BIGRAM_delicious_dipping:1 BIGRAM_dipping_sauce:1 BIGRAM_sauce_olive:1 BIGRAM_olive_oil:1 BIGRAM_oil_infused:1 BIGRAM_infused_garlic:1 BIGRAM_garlic_rosemary:1 BIGRAM_rosemary_chopped:1 BIGRAM_chopped_onions:1 BIGRAM_onions_tomatoes:1 BIGRAM_tomatoes_lend:1 BIGRAM_lend_exotic:1 BIGRAM_exotic_salsa-like:1 BIGRAM_salsa-like_dipping:1 BIGRAM_dipping_experience:1 BIGRAM_experience_oil:1 BIGRAM_oil_salad:1 BIGRAM_salad_recommend:1 BIGRAM_recommend_house:1 BIGRAM_house_dressing:1 BIGRAM_dressing_unique:1 BIGRAM_unique_spicy:1 BIGRAM_spicy_light:1 BIGRAM_light_vinaigrette:1 BIGRAM_vinaigrette_mere:1 BIGRAM_mere_8.25:1 BIGRAM_8.25_one:1 BIGRAM_one_enjoy:1 BIGRAM_enjoy_baked:1 BIGRAM_baked_cannelloni:1 BIGRAM_cannelloni_tube-like:1 BIGRAM_tube-like_pasta:1 BIGRAM_pasta_stuffed:1 BIGRAM_stuffed_ground:1 BIGRAM_ground_beef:1 BIGRAM_beef_sauteed:1 BIGRAM_sauteed_onions:1 BIGRAM_onions_oregano:1 BIGRAM_oregano_topped:1 BIGRAM_topped_mozzarella:1 BIGRAM_mozzarella_cheese:1 BIGRAM_cheese_baked:1 BIGRAM_baked_oven:1 BIGRAM_oven_bubbly:1 BIGRAM_bubbly_traditional:1 BIGRAM_traditional_taste:1 BIGRAM_taste_capri:1 BIGRAM_capri_'s:3 BIGRAM_'s_baked:1 BIGRAM_baked_ziti:3 BIGRAM_ziti_7.50:1 BIGRAM_7.50_prefer:1 BIGRAM_prefer_side:1 BIGRAM_side_italian:1 BIGRAM_italian_meatballs:1 BIGRAM_meatballs_2.50:1 BIGRAM_2.50_conjures:1 BIGRAM_conjures_reminiscence:1 BIGRAM_reminiscence_fictional:1 BIGRAM_fictional_summers:1 BIGRAM_summers_tuscany:1 BIGRAM_tuscany_capri:1 BIGRAM_'s_meatballs:1 BIGRAM_meatballs_incredibly:1 BIGRAM_incredibly_moist:1 BIGRAM_moist_soft:1 BIGRAM_soft_probably:1 BIGRAM_probably_egg:1 BIGRAM_egg_fresh:1 BIGRAM_fresh_breadcrumbs:1 BIGRAM_breadcrumbs_conglomerate:1 BIGRAM_conglomerate_every:1 BIGRAM_every_morsel:1 BIGRAM_morsel_together:1 BIGRAM_together_baked:1 BIGRAM_ziti_also:1 BIGRAM_also_baked:1 BIGRAM_baked_ever-present:1 BIGRAM_ever-present_mozzarella:1 BIGRAM_mozzarella_clings:1 BIGRAM_clings_evenly:1 BIGRAM_evenly_every:1 BIGRAM_every_single:1 BIGRAM_single_perfectly:1 BIGRAM_perfectly_al:1 BIGRAM_al_dente:1 BIGRAM_dente_noodle:1 BIGRAM_noodle_extensive:1 BIGRAM_extensive_wine:1 BIGRAM_wine_list:1 BIGRAM_list_full:1 BIGRAM_full_bar:1 BIGRAM_bar_adds:1 BIGRAM_adds_every:1 BIGRAM_every_of-age:1 BIGRAM_of-age_customer:1 BIGRAM_customer_'s:1 BIGRAM_'s_enjoyment:1 BIGRAM_enjoyment_vast:1 BIGRAM_vast_parking:1 BIGRAM_parking_lot:1 BIGRAM_lot_ensures:1 BIGRAM_ensures_stress:1 BIGRAM_stress_free:1 BIGRAM_free_enjoyable:1 BIGRAM_enjoyable_visit:1 BIGRAM_visit_must:1 BIGRAM_must_obligatory:1 BIGRAM_obligatory_calzone:1 BIGRAM_calzone_try:1 BIGRAM_try_mushroom:1 BIGRAM_mushroom_green:1 BIGRAM_green_pepper:1 BIGRAM_pepper_sausage:1 BIGRAM_sausage_size:1 
positive  	UNI_bam:1 UNI_little:1 UNI_hole-in-the-wall:1 UNI_even:1 UNI_smaller:1 UNI_town:1 UNI_master:1 UNI_smoker:1 UNI_john:1 UNI_makes:1 UNI_best:1 UNI_smoked:1 UNI_meats:1 UNI_'ve:1 UNI_ever:1 UNI_pleasure:1 UNI_eat:1 UNI_make:1 UNI_pastrami:3 UNI_corned:1 UNI_beef:1 UNI_melted:1 UNI_mouth:1 UNI_prices:1 UNI_run:1 UNI_5-:1 UNI_10:1 UNI_per:1 UNI_entree:1 UNI_quality:1 UNI_food:1 UNI_excellent:1 UNI_staff:1 UNI_extremely:1 UNI_friendly:1 UNI_portions:1 UNI_generous:1 BIGRAM_bam_little:1 BIGRAM_little_hole-in-the-wall:1 BIGRAM_hole-in-the-wall_even:1 BIGRAM_even_smaller:1 BIGRAM_smaller_town:1 BIGRAM_town_master:1 BIGRAM_master_smoker:1 BIGRAM_smoker_john:1 BIGRAM_john_makes:1 BIGRAM_makes_best:1 BIGRAM_best_smoked:1 BIGRAM_smoked_meats:1 BIGRAM_meats_'ve:1 BIGRAM_'ve_ever:1 BIGRAM_ever_pleasure:1 BIGRAM_pleasure_eat:1 BIGRAM_eat_make:1 BIGRAM_make_pastrami:1 BIGRAM_pastrami_corned:1 BIGRAM_corned_beef:1 BIGRAM_beef_pastrami:1 BIGRAM_pastrami_melted:1 BIGRAM_melted_mouth:1 BIGRAM_mouth_prices:1 BIGRAM_prices_run:1 BIGRAM_run_5-:1 BIGRAM_5-_10:1 BIGRAM_10_per:1 BIGRAM_per_entree:1 BIGRAM_entree_quality:1 BIGRAM_quality_food:1 BIGRAM_food_excellent:1 BIGRAM_excellent_staff:1 BIGRAM_staff_extremely:1 BIGRAM_extremely_friendly:1 BIGRAM_friendly_portions:1 BIGRAM_portions_generous:1 
positive  	UNI_cozy:1 UNI_unique:1 UNI_bistro/pizzaria:1 UNI_wood:1 UNI_fired:1 UNI_pizzas:1 UNI_highlight:1 UNI_menu:1 UNI_overlook:1 UNI_extensive:1 UNI_appetizers:1 UNI_salads:1 UNI_user:1 UNI_friendly:1 UNI_wine:1 UNI_list:1 UNI_selections:1 UNI_30:1 UNI_waitstaff:1 UNI_personable:1 UNI_helpful:1 UNI_looking:1 UNI_casual:1 UNI_spot:1 UNI_great:1 UNI_food:1 UNI_pampered:1 UNI_place:1 BIGRAM_cozy_unique:1 BIGRAM_unique_bistro/pizzaria:1 BIGRAM_bistro/pizzaria_wood:1 BIGRAM_wood_fired:1 BIGRAM_fired_pizzas:1 BIGRAM_pizzas_highlight:1 BIGRAM_highlight_menu:1 BIGRAM_menu_overlook:1 BIGRAM_overlook_extensive:1 BIGRAM_extensive_appetizers:1 BIGRAM_appetizers_salads:1 BIGRAM_salads_user:1 BIGRAM_user_friendly:1 BIGRAM_friendly_wine:1 BIGRAM_wine_list:1 BIGRAM_list_selections:1 BIGRAM_selections_30:1 BIGRAM_30_waitstaff:1 BIGRAM_waitstaff_personable:1 BIGRAM_personable_helpful:1 BIGRAM_helpful_looking:1 BIGRAM_looking_casual:1 BIGRAM_casual_spot:1 BIGRAM_spot_great:1 BIGRAM_great_food:1 BIGRAM_food_pampered:1 BIGRAM_pampered_place:1 
positive  	UNI_wonderful:1 UNI_experience:1 UNI_large:3 UNI_selection:1 UNI_fresh:1 UNI_seafood:1 UNI_many:1 UNI_unique:1 UNI_preperations:1 UNI_portions:1 UNI_right:1 UNI_size:1 UNI_side:1 UNI_dishes:1 UNI_burst:1 UNI_flavors:1 UNI_n't:1 UNI_miss:1 UNI_red:1 UNI_pepper:1 UNI_grits:1 UNI_windows:1 UNI_look:1 UNI_onto:1 UNI_street:1 UNI_color:1 UNI_schemes:1 UNI_provide:1 UNI_soft:1 UNI_tone:1 UNI_concern:1 UNI_secret:1 UNI_fish:1 UNI_hard:1 UNI_get:1 UNI_table:1 BIGRAM_wonderful_experience:1 BIGRAM_experience_large:1 BIGRAM_large_selection:1 BIGRAM_selection_fresh:1 BIGRAM_fresh_seafood:1 BIGRAM_seafood_many:1 BIGRAM_many_unique:1 BIGRAM_unique_preperations:1 BIGRAM_preperations_portions:1 BIGRAM_portions_right:1 BIGRAM_right_size:1 BIGRAM_size_side:1 BIGRAM_side_dishes:1 BIGRAM_dishes_burst:1 BIGRAM_burst_flavors:1 BIGRAM_flavors_n't:1 BIGRAM_n't_miss:1 BIGRAM_miss_red:1 BIGRAM_red_pepper:1 BIGRAM_pepper_grits:1 BIGRAM_grits_large:1 BIGRAM_large_windows:1 BIGRAM_windows_look:1 BIGRAM_look_onto:1 BIGRAM_onto_street:1 BIGRAM_street_color:1 BIGRAM_color_schemes:1 BIGRAM_schemes_provide:1 BIGRAM_provide_soft:1 BIGRAM_soft_tone:1 BIGRAM_tone_concern:1 BIGRAM_concern_secret:1 BIGRAM_secret_fish:1 BIGRAM_fish_hard:1 BIGRAM_hard_get:1 BIGRAM_get_table:1 
positive  	UNI_bistro:3 UNI_elan:1 UNI_wonderful:1 UNI_place:1 UNI_menu:1 UNI_changes:1 UNI_daily:1 UNI_always:1 UNI_flair:1 UNI_open:1 UNI_kitchen:1 UNI_may:1 UNI_watch:1 UNI_chef:1 UNI_magic:1 UNI_food:1 UNI_french:1 UNI_californian:1 UNI_twist:1 UNI_decor:1 UNI_simple:1 UNI_elegent:1 UNI_one:1 UNI_would:1 UNI_expect:1 UNI_bit:1 UNI_loud:1 UNI_tables:1 UNI_close:1 UNI_together:1 UNI_wine:1 UNI_list:1 UNI_concise:1 UNI_good:1 UNI_become:1 UNI_favorite:1 UNI_restuarant:1 BIGRAM_bistro_elan:1 BIGRAM_elan_wonderful:1 BIGRAM_wonderful_place:1 BIGRAM_place_menu:1 BIGRAM_menu_changes:1 BIGRAM_changes_daily:1 BIGRAM_daily_always:1 BIGRAM_always_flair:1 BIGRAM_flair_open:1 BIGRAM_open_kitchen:1 BIGRAM_kitchen_may:1 BIGRAM_may_watch:1 BIGRAM_watch_chef:1 BIGRAM_chef_magic:1 BIGRAM_magic_food:1 BIGRAM_food_french:1 BIGRAM_french_californian:1 BIGRAM_californian_twist:1 BIGRAM_twist_decor:1 BIGRAM_decor_simple:1 BIGRAM_simple_elegent:1 BIGRAM_elegent_one:1 BIGRAM_one_would:1 BIGRAM_would_expect:1 BIGRAM_expect_bistro:1 BIGRAM_bistro_bit:1 BIGRAM_bit_loud:1 BIGRAM_loud_tables:1 BIGRAM_tables_close:1 BIGRAM_close_together:1 BIGRAM_together_wine:1 BIGRAM_wine_list:1 BIGRAM_list_concise:1 BIGRAM_concise_good:1 BIGRAM_good_become:1 BIGRAM_become_favorite:1 BIGRAM_favorite_restuarant:1 
positive  	UNI_favorite:1 UNI_flavor:1 UNI_grasshopper:1 UNI_'ve:1 UNI_told:1 UNI_'s:1 UNI_best:3 UNI_seller:1 UNI_serve:1 UNI_homemade:3 UNI_hard:1 UNI_ice:3 UNI_cream:3 UNI_ever:1 UNI_tasted:1 UNI_staff:1 UNI_friendly:1 UNI_efficient:1 UNI_custom:1 UNI_cakes:1 UNI_clever:1 UNI_nicely:1 UNI_done:1 UNI_7:1 UNI_time:1 UNI_winner:1 UNI_new:1 UNI_jersey:3 UNI_state:1 UNI_festival:1 UNI_sundaes:1 UNI_2:1 UNI_locations:1 UNI_serving:1 UNI_award:1 UNI_winning:1 UNI_point:1 UNI_pleasant:1 UNI_toms:1 UNI_river:1 UNI_shore:1 BIGRAM_favorite_flavor:1 BIGRAM_flavor_grasshopper:1 BIGRAM_grasshopper_'ve:1 BIGRAM_'ve_told:1 BIGRAM_told_'s:1 BIGRAM_'s_best:1 BIGRAM_best_seller:1 BIGRAM_seller_serve:1 BIGRAM_serve_best:1 BIGRAM_best_homemade:1 BIGRAM_homemade_hard:1 BIGRAM_hard_ice:1 BIGRAM_ice_cream:3 BIGRAM_cream_ever:1 BIGRAM_ever_tasted:1 BIGRAM_tasted_staff:1 BIGRAM_staff_friendly:1 BIGRAM_friendly_efficient:1 BIGRAM_efficient_custom:1 BIGRAM_custom_cakes:1 BIGRAM_cakes_clever:1 BIGRAM_clever_nicely:1 BIGRAM_nicely_done:1 BIGRAM_done_7:1 BIGRAM_7_time:1 BIGRAM_time_winner:1 BIGRAM_winner_new:1 BIGRAM_new_jersey:1 BIGRAM_jersey_state:1 BIGRAM_state_ice:1 BIGRAM_cream_festival:1 BIGRAM_festival_sundaes:1 BIGRAM_sundaes_2:1 BIGRAM_2_locations:1 BIGRAM_locations_serving:1 BIGRAM_serving_award:1 BIGRAM_award_winning:1 BIGRAM_winning_homemade:1 BIGRAM_homemade_ice:1 BIGRAM_cream_point:1 BIGRAM_point_pleasant:1 BIGRAM_pleasant_toms:1 BIGRAM_toms_river:1 BIGRAM_river_jersey:1 BIGRAM_jersey_shore:1 
positive  	UNI_german:1 UNI_sampler:1 UNI_wonderful:1 UNI_server:1 UNI_aleishia:1 UNI_extremly:1 UNI_pleasant:1 UNI_knowledgeable:1 UNI_nice:1 UNI_experience:1 BIGRAM_german_sampler:1 BIGRAM_sampler_wonderful:1 BIGRAM_wonderful_server:1 BIGRAM_server_aleishia:1 BIGRAM_aleishia_extremly:1 BIGRAM_extremly_pleasant:1 BIGRAM_pleasant_knowledgeable:1 BIGRAM_knowledgeable_nice:1 BIGRAM_nice_experience:1 
positive  	UNI_best:1 UNI_home:1 UNI_cooking:1 UNI_beautiful:1 UNI_log:1 UNI_cabin:1 UNI_style:1 UNI_big:1 UNI_old:1 UNI_time:1 UNI_logging:1 UNI_equipment:1 UNI_parking:1 UNI_area:1 UNI_little:1 UNI_gift:1 UNI_shop:1 BIGRAM_best_home:1 BIGRAM_home_cooking:1 BIGRAM_cooking_beautiful:1 BIGRAM_beautiful_log:1 BIGRAM_log_cabin:1 BIGRAM_cabin_style:1 BIGRAM_style_big:1 BIGRAM_big_old:1 BIGRAM_old_time:1 BIGRAM_time_logging:1 BIGRAM_logging_equipment:1 BIGRAM_equipment_parking:1 BIGRAM_parking_area:1 BIGRAM_area_little:1 BIGRAM_little_gift:1 BIGRAM_gift_shop:1 
